po_id,supplier_id_x,product_id,warehouse,po_date,expected_date,received_date,ordered_qty,received_qty,unit_cost,po_status,lead_time_days,supplier_name,supplier_country,payment_terms,sku,product_name,category,standard_cost,selling_price,supplier_id_y,active_flag,fill_rate
5263,8,17,South Jordan,2026-04-07,2026-05-06,,81,0,47.63,Open,,Metro Logistics,United States,Net 60,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8,Y,0.0
5264,4,115,Salt Lake City,2025-12-05,2025-12-17,2026-01-05,958,922,71.32,Partial,31.0,Blue Ridge,United States,Unknown,SKU-0115,Pet Product 115,PET,58.66,80.7,4,Y,0.9624217118997912
5265,6,82,South Jordan,2026-03-27,2026-04-25,2026-05-05,399,379,89.11,Open,39.0,Evergreen Imports,Vietnam,Net 30,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6,Unknown,0.949874686716792
5266,2,49,South Jordan,2026-01-29,2026-03-14,2026-03-31,381,361,52.12,Closed,61.0,Global Goods,United States,Net 60,SKU-0049,Beauty Product 49,BEA,51.41,280.98,2,N,0.94750656167979
5267,1,119,Salt Lake City,2026-03-30,2026-05-04,2026-05-22,788,780,27.26,Partial,53.0,Acme Supply,China,Net 60,SKU-0119,Electronics Product 119,ELECT,27.15,27.97,1,Y,0.9898477157360406
5268,4,98,Draper,2026-01-09,2026-02-10,2026-02-18,830,821,161.23,Open,40.0,Blue Ridge,United States,Unknown,SKU-0098,Home Product 98,Home,136.99,285.64,4,Unknown,0.989156626506024
5269,2,48,Draper,2026-01-26,2026-02-08,2026-02-18,173,172,81.65,Closed,23.0,Global Goods,United States,Net 60,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,0.9942196531791908
5270,1,101,South Jordan,2026-01-11,2026-02-06,2026-02-18,304,266,163.59,Closed,38.0,Acme Supply,China,Net 60,SKU-0101,Home Product 101,home,173.83,45.81,1,Y,0.875
5271,7,111,Salt Lake City,2026-03-23,2026-04-09,2026-04-25,81,77,169.43,Partial,33.0,Summit Trading,China,Net 30,SKU 0111,Electronics Product 111,ELECT,170.91,39.4,7,N,0.9506172839506172
5272,3,123,South Jordan,2026-02-14,2026-03-02,2026-03-12,842,842,99.26,Partial,26.0,Primesource,Vietnam,Net 45,SKU-0123,Pet Product 123,Pet,105.98,210.64,3,N,1.0
5273,4,41,Draper,2026-02-26,2026-03-24,2026-04-01,646,613,108.59,Partial,34.0,Blue Ridge,United States,Unknown,SKU-0041,Office Product 41,OFF,120.83,153.7,4,Y,0.9489164086687306
5274,8,88,West Valley,2026-03-07,2026-03-22,2026-04-01,84,58,66.51,Closed,25.0,Metro Logistics,United States,Net 60,SKU-0088,Beauty Product 88,Beauty,77.6,109.3,8,N,0.6904761904761905
5275,2,54,South Jordan,2026-02-23,2026-03-16,,944,0,159.35,Partial,,Global Goods,United States,Net 60,SKU-0054,Pet Product 54,PET,163.43,256.14,2,N,0.0
5276,5,143,West Valley,2026-02-27,2026-04-11,2026-04-28,219,169,49.18,Open,60.0,Utah Wholesale,Mexico,Net 60,SKU-0143,Pet Product 143,Pet,40.62,171.53,5,N,0.771689497716895
5277,1,59,Unknown,2026-01-31,2026-02-22,2026-03-04,931,925,139.23,Closed,32.0,Acme Supply,China,Net 60,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1,Y,0.9935553168635876
5278,3,38,Lehi,2026-02-22,2026-03-06,2026-03-15,637,633,202.23,Closed,21.0,Primesource,Vietnam,Net 45,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3,N,0.9937205651491364
5279,3,100,South Jordan,2026-01-20,2026-02-13,2026-02-19,888,873,147.94,Closed,30.0,Primesource,Vietnam,Net 45,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3,Y,0.983108108108108
5280,3,1,Lehi,2026-02-23,2026-03-24,2026-04-03,595,575,122.43,Closed,39.0,Primesource,Vietnam,Net 45,SKU-0001,Home Product 1,Home,134.77,84.79,3,N,0.9663865546218487
5281,8,81,Salt Lake City,2026-04-18,2026-05-07,2026-05-22,212,194,53.39,Open,34.0,Metro Logistics,United States,Net 60,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,0.9150943396226416
5282,5,50,Salt Lake City,2026-04-15,2026-05-24,2026-06-13,405,386,33.24,Partial,59.0,Utah Wholesale,Mexico,Net 60,SKU-0050,Kitchen Product 50,KITCHEN,32.61,252.62,5,Y,0.9530864197530864
5283,5,53,South Jordan,2026-01-07,2026-02-01,2026-02-16,679,630,54.81,Closed,40.0,Utah Wholesale,Mexico,Net 60,SKU-0053,Beauty Product 53,BEAUTY,81.27,73.03,5,Y,0.9278350515463918
5284,4,115,Lehi,2026-03-09,2026-04-20,2026-04-29,796,767,57.23,Partial,51.0,Blue Ridge,United States,Unknown,SKU-0115,Pet Product 115,PET,58.66,80.7,4,Y,0.96356783919598
5285,3,51,Salt Lake City,2026-03-28,2026-04-22,2026-04-21,350,347,70.73,Partial,24.0,Primesource,Vietnam,Net 45,SKU-0051,Electronics Product 51,ELECT,57.39,204.07,3,Y,0.9914285714285714
5286,8,142,South Jordan,2026-04-03,2026-05-03,2026-05-21,404,363,102.44,Partial,48.0,Metro Logistics,United States,Net 60,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8,N,0.8985148514851485
5287,4,102,West Valley,2026-01-16,2026-02-12,2026-03-03,55,19,188.0,Open,46.0,Blue Ridge,United States,Unknown,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,0.3454545454545454
5288,2,11,Salt Lake City,2026-04-11,2026-04-21,2026-05-08,155,147,43.69,Closed,27.0,Global Goods,United States,Net 60,SKU-0011,Kitchen Product 11,KITCHEN,41.66,91.09,2,Y,0.9483870967741936
5289,7,27,West Valley,2026-04-14,2026-05-01,,260,0,30.06,Partial,,Summit Trading,China,Net 30,SKU-0027,Pet Product 27,PET,33.9,165.39,7,N,0.0
5290,3,87,Salt Lake City,2025-12-22,2026-01-24,2026-01-21,524,491,31.72,Closed,30.0,Primesource,Vietnam,Net 45,SKU-0087,Home Product 87,home,31.4,124.17,3,N,0.9370229007633588
5291,4,102,Lehi,2026-01-10,2026-02-21,2026-02-22,479,465,155.1,Closed,43.0,Blue Ridge,United States,Unknown,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,0.9707724425887264
5292,3,15,Salt Lake City,2026-04-23,2026-05-01,2026-05-18,250,236,166.45,Closed,25.0,Primesource,Vietnam,Net 45,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3,Y,0.944
5293,8,40,South Jordan,2026-01-06,2026-02-14,2026-02-21,794,793,195.84,Open,46.0,Metro Logistics,United States,Net 60,SKU-0040,Office Product 40,Office,177.43,90.58,8,Y,0.9987405541561712
5294,6,75,Salt Lake City,2026-04-07,2026-04-15,2026-05-02,444,432,85.85,Open,25.0,Evergreen Imports,Vietnam,Net 30,SKU-0075,Sports Product 75,sports,80.23,180.3,6,N,0.972972972972973
5295,6,10,West Valley,2026-01-24,2026-02-14,2026-02-09,377,345,80.87,Closed,16.0,Evergreen Imports,Vietnam,Net 30,SKU-0010,Beauty Product 10,Beauty,71.52,144.22,6,N,0.9151193633952256
5296,4,102,Lehi,2026-01-25,2026-02-10,2026-02-25,782,747,186.59,Partial,31.0,Blue Ridge,United States,Unknown,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,0.955242966751918
5297,5,131,Draper,2026-03-11,2026-03-28,2026-04-16,642,622,42.23,Partial,36.0,Utah Wholesale,Mexico,Net 60,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,0.968847352024922
5298,1,101,Unknown,2026-01-01,2026-01-26,2026-02-04,637,588,215.04,Closed,34.0,Acme Supply,China,Net 60,SKU-0101,Home Product 101,home,173.83,45.81,1,Y,0.9230769230769232
5299,5,53,Draper,2026-01-18,2026-02-01,2026-02-21,129,81,72.83,Open,34.0,Utah Wholesale,Mexico,Net 60,SKU-0053,Beauty Product 53,BEAUTY,81.27,73.03,5,Y,0.627906976744186
5300,6,77,Draper,2026-01-25,2026-03-10,2026-03-16,494,458,82.99,Partial,50.0,Evergreen Imports,Vietnam,Net 30,SKU-0077,Home Product 77,HOME,95.2,195.39,6,Y,0.9271255060728744
5301,7,56,West Valley,2026-04-11,2026-04-19,2026-04-20,869,856,124.26,Closed,9.0,Summit Trading,China,Net 30,SKU-0056,Sports Product 56,sports,134.72,172.23,7,Y,0.9850402761795168
5302,3,100,South Jordan,2026-02-23,2026-03-31,,636,0,146.72,Closed,,Primesource,Vietnam,Net 45,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3,Y,0.0
5303,4,144,Salt Lake City,2026-02-13,2026-03-07,2026-03-05,925,886,8.54,Open,20.0,Blue Ridge,United States,Unknown,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,0.9578378378378378
5304,4,3,Draper,2026-02-10,2026-02-17,2026-02-24,766,760,100.66,Open,14.0,Blue Ridge,United States,Unknown,SKU-0003,Beauty Product 3,beauty,93.44,22.56,4,N,0.9921671018276762
5305,6,95,Salt Lake City,2026-01-26,2026-02-14,,779,0,85.65,Partial,,Evergreen Imports,Vietnam,Net 30,SKU-0095,Electronics Product 95,ELECTRONICS,71.34,75.32,6,Y,0.0
5306,5,107,South Jordan,2025-12-07,2026-01-02,2025-12-31,329,316,73.65,Open,24.0,Utah Wholesale,Mexico,Net 60,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5,Y,0.96048632218845
5307,4,8,Unknown,2026-04-02,2026-04-20,2026-04-17,762,745,150.98,Partial,15.0,Blue Ridge,United States,Unknown,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,0.9776902887139108
5308,5,6,South Jordan,2026-04-25,2026-06-01,2026-06-18,176,133,20.53,Closed,54.0,Utah Wholesale,Mexico,Net 60,SKU-0006,Home Product 6, Home ,21.93,256.54,5,Unknown,0.7556818181818182
5309,4,8,Salt Lake City,2025-12-11,2026-01-18,2026-01-27,442,406,147.16,Open,47.0,Blue Ridge,United States,Unknown,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,0.918552036199095
5310,8,17,Lehi,2026-02-11,2026-03-08,2026-03-09,841,829,41.51,Closed,26.0,Metro Logistics,United States,Net 60,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8,Y,0.985731272294887
5311,4,115,South Jordan,2025-12-02,2025-12-11,2025-12-19,592,542,72.2,Closed,17.0,Blue Ridge,United States,Unknown,SKU-0115,Pet Product 115,PET,58.66,80.7,4,Y,0.9155405405405406
5312,4,13,Unknown,2026-02-13,2026-03-15,2026-03-21,487,477,179.69,Partial,36.0,Blue Ridge,United States,Unknown,SKU-0013,Beauty Product 13,BEAUTY,152.5,236.16,4,Unknown,0.9794661190965092
5313,5,96,Draper,2026-04-22,2026-06-02,2026-06-20,674,637,135.06,Closed,59.0,Utah Wholesale,Mexico,Net 60,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5,Unknown,0.9451038575667656
5314,5,96,South Jordan,2026-03-31,2026-04-29,2026-04-28,853,810,152.86,Open,28.0,Utah Wholesale,Mexico,Net 60,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5,Unknown,0.9495896834701056
5315,8,105,West Valley,2026-03-04,2026-04-07,2026-04-10,926,885,21.24,Closed,37.0,Metro Logistics,United States,Net 60,SKU-0105,Office Product 105, Office ,23.47,288.82,8,N,0.9557235421166308
5316,4,116,Draper,2026-04-19,2026-05-06,2026-05-11,538,500,208.65,Partial,22.0,Blue Ridge,United States,Unknown,SKU-0116,Home Product 116,HOM,171.4,211.7,4,N,0.929368029739777
5317,7,139,South Jordan,2026-01-11,2026-02-23,2026-03-15,230,225,90.9,Closed,63.0,Summit Trading,China,Net 30,SKU-0139,Toys Product 139,TOYS,77.04,156.21,7,Unknown,0.9782608695652174
5318,1,29,Unknown,2026-04-09,2026-05-20,2026-05-18,609,567,41.2,Closed,39.0,Acme Supply,China,Net 60,SKU-0029,Pet Product 29,Pet,48.38,33.25,1,Y,0.9310344827586208
5319,1,59,Unknown,2026-02-25,2026-04-04,2026-04-22,876,851,189.71,Open,56.0,Acme Supply,China,Net 60,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1,Y,0.9714611872146118
5320,1,101,Salt Lake City,2026-01-27,2026-03-11,2026-03-19,724,710,200.01,Closed,51.0,Acme Supply,China,Net 60,SKU-0101,Home Product 101,home,173.83,45.81,1,Y,0.9806629834254144
5321,8,40,Draper,2026-01-19,2026-01-26,2026-02-06,839,835,158.47,Partial,18.0,Metro Logistics,United States,Net 60,SKU-0040,Office Product 40,Office,177.43,90.58,8,Y,0.99523241954708
5322,7,62,Draper,2026-03-15,2026-04-10,2026-04-22,673,672,118.99,Open,38.0,Summit Trading,China,Net 30,SKU-0062,Electronics Product 62,electronics,133.9,109.67,7,Unknown,0.99851411589896
5323,4,8,Lehi,2026-02-15,2026-03-01,2026-03-20,716,688,140.52,Open,33.0,Blue Ridge,United States,Unknown,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,0.9608938547486032
5324,3,109,West Valley,2026-03-03,2026-04-04,2026-04-18,327,314,9.89,Partial,46.0,Primesource,Vietnam,Net 45,SKU-0109,Office Product 109,OFFICE,10.02,257.52,3,N,0.9602446483180428
5325,5,110,Salt Lake City,2026-05-01,2026-06-07,2026-06-20,62,31,162.21,Partial,50.0,Utah Wholesale,Mexico,Net 60,SKU-0110,Beauty Product 110,BEAUTY,144.62,112.0,5,Y,0.5
5326,7,90,Salt Lake City,2025-12-09,2026-01-01,2026-01-21,412,385,6.94,Open,43.0,Summit Trading,China,Net 30,SKU-0090,Office Product 90, Office ,6.03,115.25,7,Unknown,0.9344660194174758
5327,7,90,South Jordan,2026-04-06,2026-04-14,2026-04-24,797,781,7.31,Open,18.0,Summit Trading,China,Net 30,SKU-0090,Office Product 90, Office ,6.03,115.25,7,Unknown,0.9799247176913424
5328,6,24,South Jordan,2025-12-23,2026-01-14,2026-01-31,666,642,75.24,Partial,39.0,Evergreen Imports,Vietnam,Net 30,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,0.963963963963964
5329,7,62,South Jordan,2026-04-01,2026-04-10,2026-04-22,815,802,151.52,Open,21.0,Summit Trading,China,Net 30,SKU-0062,Electronics Product 62,electronics,133.9,109.67,7,Unknown,0.9840490797546012
5330,5,106,Unknown,2025-12-26,2026-01-02,2026-01-15,903,875,47.93,Open,20.0,Utah Wholesale,Mexico,Net 60,SKU-0106,Toys Product 106, Toys ,64.54,65.2,5,Y,0.9689922480620154
5331,8,129,Unknown,2026-01-17,2026-02-22,2026-03-07,417,376,64.87,Open,49.0,Metro Logistics,United States,Net 60,SKU-0129,Electronics Product 129,electronics,55.42,95.57,8,Y,0.9016786570743404
5332,7,65,Lehi,2026-04-30,2026-05-14,2026-05-24,198,188,53.29,Open,24.0,Summit Trading,China,Net 30,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,0.9494949494949496
5333,6,75,South Jordan,2026-02-24,2026-03-30,2026-03-29,877,846,70.66,Closed,33.0,Evergreen Imports,Vietnam,Net 30,SKU-0075,Sports Product 75,sports,80.23,180.3,6,N,0.9646522234891676
5334,1,2,West Valley,2026-03-11,2026-03-29,2026-03-25,329,286,18.66,Open,14.0,Acme Supply,China,Net 60,SKU-0002,Home Product 2,HOM,20.21,135.25,1,Y,0.8693009118541033
5335,4,127,Draper,2026-01-29,2026-03-05,2026-03-03,123,76,46.99,Open,33.0,Blue Ridge,United States,Unknown,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4,N,0.6178861788617886
5336,2,145,Unknown,2025-12-08,2026-01-12,2026-02-01,735,691,103.63,Partial,55.0,Global Goods,United States,Net 60,SKU-0145,Toys Product 145,TOYS,101.4,172.39,2,N,0.9401360544217688
5337,2,140,South Jordan,2025-12-29,2026-01-31,2026-02-03,466,462,21.9,Open,36.0,Global Goods,United States,Net 60,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2,Unknown,0.9914163090128756
5338,3,23,Draper,2026-02-07,2026-03-08,2026-03-19,961,954,105.69,Open,40.0,Primesource,Vietnam,Net 45,SKU-0023,Sports Product 23,SPO,111.57,58.56,3,Y,0.9927159209157128
5339,6,42,Unknown,2025-12-24,2026-02-05,2026-02-06,476,453,118.48,Open,44.0,Evergreen Imports,Vietnam,Net 30,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,0.9516806722689076
5340,6,68,South Jordan,2026-04-03,2026-04-14,,692,0,22.15,Open,,Evergreen Imports,Vietnam,Net 30,SKU-0068,Sports Product 68,Sports,23.97,138.85,6,N,0.0
5341,4,144,South Jordan,2025-12-12,2026-01-02,2026-01-06,156,156,11.54,Partial,25.0,Blue Ridge,United States,Unknown,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,1.0
5342,7,16,Salt Lake City,2026-04-11,2026-04-18,2026-05-04,292,273,146.77,Closed,23.0,Summit Trading,China,Net 30,SKU-0016,Toys Product 16,toys,135.37,168.61,7,Y,0.934931506849315
5343,6,82,South Jordan,2026-02-02,2026-03-11,2026-03-12,699,686,88.27,Open,38.0,Evergreen Imports,Vietnam,Net 30,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6,Unknown,0.9814020028612304
5344,2,45,Draper,2026-03-11,2026-04-22,2026-05-04,899,857,56.34,Closed,54.0,Global Goods,United States,Net 60,SKU-0045,Home Product 45,HOM,48.09,184.44,2,N,0.9532814238042268
5345,5,131,South Jordan,2026-01-08,2026-01-19,2026-01-16,599,559,40.61,Partial,8.0,Utah Wholesale,Mexico,Net 60,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,0.9332220367278798
5346,3,58,South Jordan,2026-02-07,2026-03-12,2026-03-20,63,62,128.14,Closed,41.0,Primesource,Vietnam,Net 45,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3,Y,0.984126984126984
5347,5,96,South Jordan,2026-03-12,2026-04-16,2026-04-18,786,747,165.7,Open,37.0,Utah Wholesale,Mexico,Net 60,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5,Unknown,0.950381679389313
5348,8,105,South Jordan,2026-01-11,2026-02-02,2026-02-06,529,491,27.21,Open,26.0,Metro Logistics,United States,Net 60,SKU-0105,Office Product 105, Office ,23.47,288.82,8,N,0.9281663516068052
5349,5,107,Salt Lake City,2025-12-18,2026-01-29,2026-02-17,169,146,94.16,Partial,61.0,Utah Wholesale,Mexico,Net 60,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5,Y,0.863905325443787
5350,1,101,West Valley,2026-02-11,2026-03-19,2026-03-24,330,311,205.91,Closed,41.0,Acme Supply,China,Net 60,SKU-0101,Home Product 101,home,173.83,45.81,1,Y,0.9424242424242424
5351,5,131,Draper,2026-04-05,2026-05-06,2026-05-23,623,593,50.02,Partial,48.0,Utah Wholesale,Mexico,Net 60,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,0.9518459069020868
5352,6,24,Lehi,2026-04-06,2026-05-04,2026-05-18,666,649,54.02,Partial,42.0,Evergreen Imports,Vietnam,Net 30,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,0.9744744744744744
5353,5,132,Draper,2026-01-29,2026-02-25,,351,0,18.73,Partial,,Utah Wholesale,Mexico,Net 60,SKU-0132,Toys Product 132,Toys,15.44,240.9,5,N,0.0
5354,8,79,South Jordan,2026-01-20,2026-02-17,2026-02-25,305,263,106.99,Closed,36.0,Metro Logistics,United States,Net 60,SKU-0079,Beauty Product 79, Beauty ,111.97,234.02,8,N,0.8622950819672132
5355,4,36,West Valley,2026-02-15,2026-03-06,2026-03-12,749,736,84.12,Closed,25.0,Blue Ridge,United States,Unknown,SKU-0036,Pet Product 36,pet,78.83,94.39,4,Unknown,0.9826435246995996
5356,6,149,Draper,2026-04-14,2026-05-02,2026-05-20,917,904,135.53,Open,36.0,Evergreen Imports,Vietnam,Net 30,SKU-0149,Home Product 149,HOME,140.22,258.51,6,Unknown,0.9858233369683752
5357,3,87,South Jordan,2026-01-17,2026-02-24,2026-03-03,515,481,35.7,Partial,45.0,Primesource,Vietnam,Net 45,SKU-0087,Home Product 87,home,31.4,124.17,3,N,0.933980582524272
5358,3,38,South Jordan,2026-02-05,2026-03-22,2026-03-20,405,405,196.4,Open,43.0,Primesource,Vietnam,Net 45,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3,N,1.0
5359,2,49,Unknown,2026-02-05,2026-03-15,2026-03-27,617,581,60.58,Closed,50.0,Global Goods,United States,Net 60,SKU-0049,Beauty Product 49,BEA,51.41,280.98,2,N,0.9416531604538088
5360,3,51,Salt Lake City,2026-02-08,2026-02-18,,663,0,71.32,Closed,,Primesource,Vietnam,Net 45,SKU-0051,Electronics Product 51,ELECT,57.39,204.07,3,Y,0.0
5361,1,112,Salt Lake City,2026-03-11,2026-04-07,2026-04-07,145,143,117.38,Open,27.0,Acme Supply,China,Net 60,SKU-0112,Beauty Product 112, Beauty ,118.03,154.88,1,Y,0.986206896551724
5362,6,72,South Jordan,2025-12-29,2026-02-09,2026-02-08,822,809,83.28,Open,41.0,Evergreen Imports,Vietnam,Net 30,SKU-0072,Home Product 72,HOME,93.75,205.06,6,N,0.9841849148418492
5363,3,146,South Jordan,2025-12-17,2025-12-24,2026-01-07,756,741,164.06,Closed,21.0,Primesource,Vietnam,Net 45,SKU-0146,Home Product 146, Home ,170.74,199.6,3,N,0.98015873015873
5364,3,57,Draper,2026-04-27,2026-05-21,,382,0,21.56,Open,,Primesource,Vietnam,Net 45,SKU-0057,Electronics Product 57,Electronics,18.17,266.69,3,Y,0.0
5365,8,142,South Jordan,2026-04-30,2026-05-27,2026-05-27,845,832,118.38,Open,27.0,Metro Logistics,United States,Net 60,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8,N,0.9846153846153848
5366,6,5,Salt Lake City,2026-01-12,2026-01-24,2026-02-07,296,290,75.76,Closed,26.0,Evergreen Imports,Vietnam,Net 30,SKU-0005,Toys Product 5, Toys ,64.54,59.31,6,Y,0.9797297297297296
5367,8,105,Draper,2026-01-27,2026-02-18,2026-02-18,933,916,21.58,Open,22.0,Metro Logistics,United States,Net 60,SKU-0105,Office Product 105, Office ,23.47,288.82,8,N,0.9817792068595927
5368,3,1,Draper,2026-02-01,2026-02-27,2026-03-13,889,875,135.4,Open,40.0,Primesource,Vietnam,Net 45,SKU-0001,Home Product 1,Home,134.77,84.79,3,N,0.984251968503937
5369,1,21,South Jordan,2026-03-16,2026-04-20,2026-05-08,929,928,56.57,Open,53.0,Acme Supply,China,Net 60,SKU-0021,Kitchen Product 21,Kitchen,56.36,60.07,1,N,0.9989235737351992
5370,4,70,South Jordan,2026-01-23,2026-03-02,2026-03-13,370,338,93.96,Open,49.0,Blue Ridge,United States,Unknown,SKU-0070,Office Product 70,Office,95.99,244.86,4,Y,0.9135135135135136
5371,3,100,South Jordan,2026-03-25,2026-05-09,2026-05-08,740,730,112.24,Closed,44.0,Primesource,Vietnam,Net 45,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3,Y,0.9864864864864864
5372,2,54,Draper,2026-01-26,2026-02-22,2026-02-25,274,250,185.65,Open,30.0,Global Goods,United States,Net 60,SKU-0054,Pet Product 54,PET,163.43,256.14,2,N,0.9124087591240876
5373,6,121,Salt Lake City,2025-12-08,2026-01-20,2026-02-06,86,62,56.45,Open,60.0,Evergreen Imports,Vietnam,Net 30,SKU-0121,Electronics Product 121,ELECT,54.76,151.43,6,N,0.7209302325581395
5374,1,89,South Jordan,2026-03-04,2026-04-04,2026-04-12,761,756,155.0,Closed,39.0,Acme Supply,China,Net 60,SKU-0089,Electronics Product 89,electronics,150.76,126.0,1,Unknown,0.9934296977660972
5375,7,66,Draper,2026-03-01,2026-03-22,2026-03-25,510,473,159.1,Open,24.0,Summit Trading,China,Net 30,SKU-0066,Sports Product 66,Sports,174.21,94.55,7,N,0.9274509803921568
5376,8,136,Draper,2026-01-21,2026-01-30,,393,0,10.47,Open,,Metro Logistics,United States,Net 60,SKU-0136,Sports Product 136,SPO,12.04,230.54,8,Y,0.0
5377,4,41,South Jordan,2025-12-25,2026-02-05,2026-02-02,557,548,147.75,Partial,39.0,Blue Ridge,United States,Unknown,SKU-0041,Office Product 41,OFF,120.83,153.7,4,Y,0.9838420107719928
5378,2,37,Draper,2026-03-23,2026-04-16,2026-04-16,254,221,148.42,Open,24.0,Global Goods,United States,Net 60,SKU 0037,Home Product 37, Home ,146.4,258.95,2,Y,0.8700787401574803
5379,7,60,Draper,2025-12-25,2026-01-04,2026-01-24,823,805,145.9,Open,30.0,Summit Trading,China,Net 30,SKU-0060,Beauty Product 60,beauty,121.71,115.8,7,Y,0.9781287970838396
5380,6,121,Salt Lake City,2026-03-20,2026-04-06,2026-04-26,220,216,59.75,Open,37.0,Evergreen Imports,Vietnam,Net 30,SKU-0121,Electronics Product 121,ELECT,54.76,151.43,6,N,0.9818181818181818
5381,1,69,Draper,2026-01-16,2026-02-26,2026-03-07,586,577,187.48,Open,50.0,Acme Supply,China,Net 60,SKU-0069,Home Product 69, Home ,162.41,69.17,1,N,0.984641638225256
5382,2,48,Salt Lake City,2026-02-02,2026-02-09,2026-02-09,804,772,81.7,Open,7.0,Global Goods,United States,Net 60,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,0.9601990049751244
5383,3,15,Draper,2026-03-12,2026-03-27,2026-04-06,179,141,189.96,Partial,25.0,Primesource,Vietnam,Net 45,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3,Y,0.7877094972067039
5384,8,147,Draper,2026-02-11,2026-03-19,2026-03-19,747,737,114.83,Open,36.0,Metro Logistics,United States,Net 60,SKU-0147,Sports Product 147,SPO,128.45,133.41,8,N,0.9866131191432396
5385,2,11,South Jordan,2025-12-19,2026-01-19,2026-01-23,491,448,44.22,Closed,35.0,Global Goods,United States,Net 60,SKU-0011,Kitchen Product 11,KITCHEN,41.66,91.09,2,Y,0.9124236252545824
5386,8,141,West Valley,2026-04-19,2026-05-21,2026-05-30,682,632,183.31,Open,41.0,Metro Logistics,United States,Net 60,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,0.9266862170087976
5387,3,148,South Jordan,2026-03-15,2026-04-07,2026-04-15,190,182,106.67,Open,31.0,Primesource,Vietnam,Net 45,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,0.9578947368421052
5388,5,53,South Jordan,2025-12-20,2026-02-03,,882,0,29.9,Closed,,Utah Wholesale,Mexico,Net 60,SKU-0053,Beauty Product 53,BEAUTY,81.27,73.03,5,Y,0.0
5389,6,97,Draper,2026-02-16,2026-03-18,2026-03-28,223,196,9.65,Closed,40.0,Evergreen Imports,Vietnam,Net 30,SKU-0097,Home Product 97, Home ,8.39,168.73,6,N,0.8789237668161435
5390,4,116,South Jordan,2026-01-06,2026-02-01,2026-01-31,36,20,207.43,Closed,25.0,Blue Ridge,United States,Unknown,SKU-0116,Home Product 116,HOM,171.4,211.7,4,N,0.5555555555555556
5391,1,103,Salt Lake City,2026-03-31,2026-05-06,2026-05-07,494,479,131.69,Closed,37.0,Acme Supply,China,Net 60,SKU-0103,Sports Product 103,SPO,145.97,241.92,1,Y,0.9696356275303644
5392,3,26,South Jordan,2026-02-15,2026-03-17,2026-03-26,951,947,176.96,Open,39.0,Primesource,Vietnam,Net 45,SKU-0026,Pet Product 26,Pet,176.15,166.82,3,N,0.9957939011566772
5393,3,76,South Jordan,2026-03-02,2026-04-10,2026-04-06,976,972,153.12,Partial,35.0,Primesource,Vietnam,Net 45,SKU-0076,Pet Product 76, Pet ,123.23,160.68,3,N,0.9959016393442623
